sample_id,source_doi,alloy,alloy_family,base_element,AM_process,AM_subprocess,machine,laser_power_W,scan_speed_mm_s,hatch_spacing_um,layer_thickness_um,beam_diameter_um,build_orientation,specimen_orientation,heat_treatment,density_kg_m3,melting_C,thermal_conductivity_W_mK,specific_heat_J_kgK,cte_1e6_K,relative_density_percent,porosity_percent,grain_size_um,grain_morphology,texture_intensity_MRD,matrix_phase,secondary_phases,microstructure_notes,yield_strength_MPa,UTS_MPa,elongation_percent,hardness_HV,elastic_modulus_GPa,surface_roughness_Ra_um,data_quality_score
demo_0145,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Renishaw AM250,191.58,827.56,92.54,40.0,84.25,XZ,45deg,annealed,7800,1420,16.0,460,10.4,98.891,1.094,9.52,columnar,2.2,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,890.31,1063.3,18.84,307.06,196.42,26.12,B
demo_0146,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,SLM 280,382.61,706.45,119.99,40.0,70.25,XZ,horizontal,as-built,4430,1660,7.1,560,8.6,97.752,2.163,15.9,cellular,0.8,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",949.22,1093.05,11.52,282.78,109.77,6.84,B
demo_0147,demo_literature_style_316L,316L,stainless steel,Fe,DED,WAAM,Optomec LENS,2159.02,10.21,2796.83,2016.52,1196.78,XY,vertical,HIP,7990,1385,16.2,500,16.0,99.53,0.436,42.85,columnar,2.42,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",583.75,668.26,35.82,190.31,187.93,16.14,B
demo_0148,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,DED,L-DED,SLM 280,1008.48,10.19,1044.54,704.11,820.9,XZ,45deg,stress relieved,8900,1085,320.0,380,17.0,92.5,7.488,29.76,dendritic,1.72,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,150.12,266.25,6.54,67.6,121.22,10.71,B
demo_0149,demo_literature_style_Maraging_Steel_M300,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Trumpf TruPrint,261.94,1132.74,109.47,30.0,75.33,XY,45deg,HIP,8100,1413,14.2,452,10.3,98.992,1.097,19.01,cellular,2.51,martensite,Ni/Ti/Mo precipitates after aging,"martensitic, precipitate strengthened after aging",1115.57,1336.52,11.25,383.92,187.61,8.88,B
demo_0150,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,DED,WAAM,EOS M290,1519.19,11.09,2826.03,2445.8,1405.54,Z,horizontal,stress relieved,4420,1650,7.0,526,8.5,99.035,0.897,30.46,mixed columnar-equiaxed,3.13,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,947.23,1056.17,14.37,302.39,112.0,18.76,B
demo_0151,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,262.79,1120.46,109.94,30.0,62.31,Z,45deg,HIP,7800,1420,16.0,460,10.4,99.661,0.331,23.22,mixed columnar-equiaxed,3.97,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,956.0,1178.28,24.54,347.96,207.03,34.06,C
demo_0152,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Sciaky EBAM,146.94,1278.46,120.32,60.0,69.6,Z,vertical,HIP,8190,1298,9.0,435,14.0,96.802,3.197,19.51,columnar,2.48,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",920.44,1113.54,22.3,300.76,207.42,22.87,C
demo_0153,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Sciaky EBAM,200.06,1335.64,92.45,30.0,85.12,Z,vertical,aged,4430,1660,7.1,560,8.6,98.394,1.628,17.66,columnar,1.47,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",977.15,1182.48,6.11,319.41,104.63,10.63,C
demo_0154,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,DED,L-DED,Trumpf TruPrint,629.71,18.53,847.54,795.27,1473.35,XZ,horizontal,HIP,4430,1660,7.1,560,8.6,98.912,1.101,25.44,columnar,1.67,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",1015.49,1133.71,18.98,305.17,103.18,16.6,B
demo_0155,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,EOS M290,1187.8,13.45,1134.8,795.77,1307.49,Z,45deg,aged,7800,1420,16.0,460,10.4,96.25,3.793,36.23,coarse equiaxed,1.45,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,916.02,1004.51,12.53,278.43,207.8,14.73,B
demo_0156,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,EOS M290,858.5,12.22,576.89,665.56,880.47,Z,45deg,annealed,7800,1420,16.0,460,10.4,92.5,7.506,31.14,dendritic,2.0,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,740.32,830.35,9.23,288.88,196.88,28.55,C
demo_0157,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,DED,WAAM,EOS M400,930.44,14.48,2878.52,2161.52,1782.08,XY,horizontal,stress relieved,8900,1085,320.0,380,17.0,99.355,0.709,36.47,mixed columnar-equiaxed,3.75,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,411.12,500.16,18.98,119.95,118.57,34.16,B
demo_0158,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,SLM 280,170.04,1078.6,108.3,50.0,81.0,XY,45deg,stress relieved,2670,570,140.0,890,21.5,97.365,2.672,13.34,mixed columnar-equiaxed,2.74,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,213.65,293.87,9.69,101.69,68.44,31.61,B
demo_0159,demo_literature_style_Maraging_Steel_M300,Maraging Steel M300,maraging steel,Fe,DED,L-DED,Concept Laser M2,1065.93,5.42,966.79,692.87,1389.58,XZ,vertical,stress relieved,8100,1413,14.2,452,10.3,92.5,7.539,58.66,mixed columnar-equiaxed,2.06,martensite,Ni/Ti/Mo precipitates after aging,"martensitic, precipitate strengthened after aging",928.75,1046.22,1.0,301.3,185.77,28.91,B
demo_0160,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Custom Lab System,342.05,710.5,102.33,40.0,87.96,XY,horizontal,HIP,8190,1298,9.0,435,14.0,97.525,2.487,17.09,columnar,3.75,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1081.9,1295.47,22.17,372.37,208.31,33.36,B
demo_0161,demo_literature_style_IN625,IN625,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,346.52,1155.25,116.71,40.0,99.19,Z,vertical,stress relieved,8440,1320,9.2,429,12.8,98.775,1.224,17.19,cellular,1.86,gamma,carbides/Laves possible,cellular dendritic gamma,620.06,773.07,32.06,208.44,207.82,27.8,B
demo_0162,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,L-PBF,EOS M290,331.02,1063.7,123.06,40.0,65.94,Z,horizontal,annealed,2680,580,160.0,910,20.5,98.846,1.096,11.18,mixed columnar-equiaxed,2.25,alpha-Al,Si network/Mg2Si,fine Si cellular network,356.63,430.73,11.81,145.18,66.09,20.42,B
demo_0163,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,EOS M400,403.17,1144.61,128.04,60.0,68.85,XZ,45deg,aged,2670,570,140.0,890,21.5,98.572,1.48,21.57,mixed columnar-equiaxed,3.55,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,252.2,360.09,11.79,101.66,72.49,11.47,C
demo_0164,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,DED,L-DED,Renishaw AM250,801.39,14.87,506.59,459.99,1509.71,XZ,vertical,annealed,7800,1427,28.6,460,10.4,92.5,7.446,113.49,mixed columnar-equiaxed,1.98,martensite,carbides,martensitic/carbide structure,903.83,1106.22,1.0,314.92,205.6,31.09,B
demo_0165,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M290,390.17,907.65,120.01,50.0,61.6,XZ,45deg,stress relieved,7800,1420,16.0,460,10.4,99.216,0.856,24.74,mixed columnar-equiaxed,1.97,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,899.05,1023.8,17.17,307.0,192.63,19.98,B
demo_0166,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,EOS M290,171.51,804.57,84.4,60.0,96.15,Z,45deg,aged,8190,1298,9.0,435,14.0,98.229,1.75,30.6,mixed columnar-equiaxed,3.86,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1105.84,1342.25,17.81,356.56,203.23,14.41,A
demo_0167,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Custom Lab System,382.5,786.01,85.92,60.0,73.4,XZ,45deg,aged,4420,1650,7.0,526,8.5,98.717,1.242,18.83,columnar,3.62,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,938.73,1129.86,13.72,313.42,118.08,11.13,A
demo_0168,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,265.33,1473.68,119.62,30.0,75.53,XY,45deg,aged,4430,1660,7.1,560,8.6,98.631,1.326,29.04,cellular,0.8,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",1045.57,1184.43,12.57,348.66,122.24,6.72,B
demo_0169,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,356.79,1327.07,78.32,60.0,86.07,Z,45deg,annealed,8190,1298,9.0,435,14.0,99.838,0.14,27.97,cellular,1.46,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1050.99,1154.03,22.29,345.09,192.76,8.11,B
demo_0170,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,SLM 280,356.99,1069.77,122.48,60.0,60.32,Z,horizontal,HIP,4420,1650,7.0,526,8.5,98.85,1.126,8.2,cellular,2.19,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,1024.25,1155.31,21.01,346.05,117.16,16.79,B
demo_0171,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Concept Laser M2,311.93,1087.74,90.54,20.0,95.37,XZ,horizontal,solution+aged,2670,570,140.0,890,21.5,93.99,6.079,7.36,mixed columnar-equiaxed,2.61,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,274.79,386.07,1.88,105.57,68.67,23.8,B
demo_0172,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Sciaky EBAM,290.2,1425.82,129.0,30.0,97.68,Z,vertical,aged,7990,1385,16.2,500,16.0,99.433,0.563,18.71,columnar,2.72,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",631.19,769.27,35.62,228.82,186.5,32.44,C
demo_0173,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,EOS M290,120.7,1266.67,82.32,40.0,86.39,XZ,horizontal,as-built,4420,1650,7.0,526,8.5,97.993,1.989,25.37,cellular,1.14,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,908.02,1143.63,16.0,325.83,115.98,20.42,B
demo_0174,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,SLM 280,243.25,1171.19,95.33,30.0,78.63,XY,horizontal,as-built,4420,1650,7.0,526,8.5,99.372,0.547,21.5,columnar,2.0,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,1001.66,1120.08,17.39,337.6,112.8,20.49,C
demo_0175,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Optomec LENS,319.0,723.95,83.97,40.0,62.13,Z,45deg,solution+aged,4420,1650,7.0,526,8.5,96.914,3.079,11.02,columnar,2.82,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,961.2,1066.26,11.36,320.65,112.27,23.16,B
demo_0176,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,Sciaky EBAM,328.74,940.19,119.56,40.0,76.76,Z,45deg,annealed,8400,1390,13.0,450,14.0,99.051,0.973,31.96,cellular,1.92,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",824.48,989.65,16.21,254.55,224.71,18.17,A
demo_0177,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,DED,L-DED,Sciaky EBAM,610.35,13.01,1199.46,359.89,722.79,XY,vertical,solution+aged,2680,580,160.0,910,20.5,94.993,5.061,43.63,columnar,1.21,alpha-Al,Si network/Mg2Si,fine Si cellular network,234.22,359.79,1.0,77.61,67.74,29.11,B
demo_0178,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,310.47,1012.42,87.56,50.0,97.24,Z,horizontal,solution+aged,7800,1420,16.0,460,10.4,99.515,0.48,26.32,cellular,2.14,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,1032.12,1245.65,16.38,380.29,203.05,32.1,A
demo_0179,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Custom Lab System,132.81,1316.87,124.88,60.0,96.08,XZ,vertical,solution+aged,8190,1298,9.0,435,14.0,95.883,4.226,13.54,columnar,1.72,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1070.7,1293.73,11.4,364.43,204.61,31.97,B
demo_0180,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,DED,L-DED,EOS M290,382.83,15.77,1006.49,434.25,1078.92,XY,horizontal,stress relieved,8900,1085,320.0,380,17.0,98.885,1.153,66.1,mixed columnar-equiaxed,2.0,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,362.31,492.03,20.64,84.48,116.77,29.83,B
demo_0181,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,DED,L-DED,Trumpf TruPrint,1167.35,11.56,1009.36,522.57,1400.37,XY,horizontal,stress relieved,4420,1650,7.0,526,8.5,92.5,7.435,45.11,coarse equiaxed,3.86,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,750.37,839.3,2.79,260.43,110.51,16.08,C
demo_0182,demo_literature_style_IN625,IN625,Ni superalloy,Ni,PBF,L-PBF,Custom Lab System,403.15,1364.06,114.12,60.0,66.88,XZ,45deg,HIP,8440,1320,9.2,429,12.8,98.874,1.123,11.17,fine equiaxed,2.65,gamma,carbides/Laves possible,cellular dendritic gamma,674.81,873.64,37.93,218.55,200.36,25.91,C
demo_0183,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,SLM 280,357.61,1446.0,107.81,20.0,84.8,Z,vertical,as-built,8400,1390,13.0,450,14.0,98.292,1.691,11.69,fine equiaxed,2.61,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",784.52,919.64,7.91,262.4,221.87,15.07,B
demo_0184,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,Renishaw AM250,302.43,1485.35,106.17,20.0,63.57,XY,horizontal,aged,4420,1650,7.0,526,8.5,99.223,0.742,14.73,columnar,1.47,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,908.26,1079.62,13.91,293.34,118.43,9.81,A
demo_0185,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Renishaw AM250,150.43,701.71,128.66,60.0,92.28,Z,horizontal,aged,7990,1385,16.2,500,16.0,96.936,3.056,14.45,cellular,1.54,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",573.41,698.39,34.78,174.02,192.5,17.46,A
demo_0186,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,EOS M400,166.25,702.97,85.16,30.0,61.71,Z,45deg,solution+aged,7990,1385,16.2,500,16.0,99.019,0.923,33.46,columnar,3.34,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",619.78,783.69,42.74,200.35,187.96,10.1,A
demo_0187,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,Custom Lab System,1175.46,9.52,730.08,229.78,1023.41,Z,horizontal,annealed,7800,1420,16.0,460,10.4,92.5,7.475,49.71,mixed columnar-equiaxed,1.19,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,739.85,978.38,7.71,262.82,195.53,27.94,A
demo_0188,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,DED,L-DED,EOS M400,420.61,19.63,522.21,790.54,1324.27,XY,horizontal,as-built,7800,1427,28.6,460,10.4,99.324,0.654,73.18,columnar,3.05,martensite,carbides,martensitic/carbide structure,1091.21,1220.61,7.85,376.03,211.43,21.28,A
demo_0189,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,EOS M400,380.97,1488.75,112.11,60.0,95.82,XY,45deg,solution+aged,8900,1085,320.0,380,17.0,98.262,1.676,27.6,cellular,0.8,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,468.84,546.15,18.89,146.79,121.35,14.63,A
demo_0190,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,EOS M290,139.27,979.31,129.54,20.0,95.05,XZ,vertical,annealed,8900,1085,320.0,380,17.0,98.985,0.982,15.74,columnar,3.12,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,270.82,389.86,21.68,72.78,118.84,23.81,B
demo_0191,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,Custom Lab System,390.77,714.4,88.53,20.0,90.17,XZ,vertical,annealed,8190,1298,9.0,435,14.0,92.5,7.492,15.52,mixed columnar-equiaxed,3.72,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",838.81,970.4,10.4,276.69,202.76,34.66,B
demo_0192,demo_literature_style_Maraging_Steel_M300,Maraging Steel M300,maraging steel,Fe,PBF,E-PBF,EOS M400,681.33,500.41,100.12,70.0,237.63,XZ,horizontal,HIP,8100,1413,14.2,452,10.3,92.5,7.464,60.26,columnar,3.28,martensite,Ni/Ti/Mo precipitates after aging,"martensitic, precipitate strengthened after aging",964.83,1144.45,3.5,339.54,183.62,29.54,C
demo_0193,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,EOS M400,289.12,1249.49,71.57,50.0,96.25,Z,horizontal,aged,7800,1427,28.6,460,10.4,99.769,0.198,17.06,mixed columnar-equiaxed,3.33,martensite,carbides,martensitic/carbide structure,1137.77,1276.22,11.06,379.65,209.7,26.11,B
demo_0194,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,366.32,1019.4,125.02,60.0,70.31,XY,horizontal,aged,4430,1660,7.1,560,8.6,99.208,0.772,17.7,cellular,1.51,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",1055.24,1226.71,11.65,343.87,112.96,10.21,B
demo_0195,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Trumpf TruPrint,356.44,1465.47,103.66,50.0,95.19,Z,horizontal,solution+aged,2670,570,140.0,890,21.5,98.634,1.41,19.45,fine equiaxed,1.44,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,343.09,434.24,11.96,140.82,62.21,21.99,B
demo_0196,demo_literature_style_Maraging_Steel_M300,Maraging Steel M300,maraging steel,Fe,DED,L-DED,SLM 280,1099.53,22.19,935.96,442.15,857.73,XZ,horizontal,annealed,8100,1413,14.2,452,10.3,93.435,6.546,51.44,mixed columnar-equiaxed,3.88,martensite,Ni/Ti/Mo precipitates after aging,"martensitic, precipitate strengthened after aging",941.42,1112.22,1.18,357.62,196.43,33.56,B
demo_0197,demo_literature_style_17-4PH,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,Custom Lab System,733.43,18.77,1037.32,655.02,663.47,XY,vertical,as-built,7800,1420,16.0,460,10.4,98.896,1.126,33.07,coarse equiaxed,2.04,martensite/ferrite,Cu-rich precipitates,martensitic matrix after aging,888.56,1119.48,12.64,306.64,194.48,7.59,B
demo_0198,demo_literature_style_IN625,IN625,Ni superalloy,Ni,PBF,L-PBF,EOS M290,333.5,1263.56,100.92,30.0,94.38,XZ,45deg,HIP,8440,1320,9.2,429,12.8,99.006,1.002,13.35,cellular,0.8,gamma,carbides/Laves possible,cellular dendritic gamma,674.3,874.15,42.42,237.22,199.15,31.68,B
demo_0199,demo_literature_style_IN718,IN718,Ni superalloy,Ni,PBF,L-PBF,SLM 280,256.65,939.93,115.15,40.0,85.92,XZ,45deg,aged,8190,1298,9.0,435,14.0,99.0,0.966,15.64,cellular,2.34,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1146.87,1330.43,18.46,378.18,206.7,13.75,B
demo_0200,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,Trumpf TruPrint,180.25,921.71,112.88,20.0,80.61,Z,45deg,solution+aged,8400,1390,13.0,450,14.0,99.363,0.602,19.84,columnar,2.43,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",835.42,920.06,16.81,255.53,217.36,13.43,B
demo_0201,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,Trumpf TruPrint,227.6,1307.29,76.21,20.0,79.38,XY,45deg,HIP,8400,1390,13.0,450,14.0,98.213,1.823,18.56,columnar,2.13,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",813.67,997.55,18.56,267.5,220.75,26.77,C
demo_0202,demo_literature_style_AlSi7Mg,AlSi7Mg,aluminum alloy,Al,PBF,L-PBF,Trumpf TruPrint,414.32,608.85,113.42,60.0,87.88,XZ,45deg,annealed,2670,570,140.0,890,21.5,98.895,1.14,28.7,cellular,2.08,alpha-Al,Si/Mg2Si,fine Al-Si eutectic/cellular network,269.42,363.61,12.71,74.07,67.92,33.31,B
demo_0203,demo_literature_style_CoCrMo,CoCrMo,cobalt alloy,Co,PBF,L-PBF,Renishaw AM250,120.88,1397.88,93.66,50.0,97.27,Z,45deg,annealed,8400,1390,13.0,450,14.0,96.528,3.555,11.59,mixed columnar-equiaxed,2.82,gamma/fcc cobalt,carbides,"columnar grains, carbide particles",777.57,937.23,10.17,248.97,219.35,29.17,B
demo_0204,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,E-PBF,SLM 280,2399.64,562.91,168.1,70.0,139.35,XZ,45deg,aged,4420,1650,7.0,526,8.5,92.5,7.491,41.2,cellular,1.93,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,808.8,1035.14,2.12,275.49,103.4,22.94,B
demo_0205,demo_literature_style_IN718,IN718,Ni superalloy,Ni,DED,WAAM,EOS M400,3043.58,13.32,2910.51,1762.98,1969.99,XY,horizontal,solution+aged,8190,1298,9.0,435,14.0,98.898,1.135,36.61,columnar,3.93,gamma,gamma prime/gamma double prime/Laves/delta,"columnar gamma grains, segregation, Laves possible",1110.65,1315.18,23.04,357.85,206.35,18.03,C
demo_0206,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,DED,WAAM,Concept Laser M2,1961.7,4.15,2621.58,1676.67,2214.79,XY,45deg,annealed,4430,1660,7.1,560,8.6,93.496,6.485,37.01,columnar,2.18,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",834.22,927.47,5.92,289.41,110.55,22.0,A
demo_0207,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,DED,L-DED,Sciaky EBAM,907.96,15.99,836.15,465.59,1580.35,XY,horizontal,annealed,8900,1085,320.0,380,17.0,92.5,7.492,25.4,mixed columnar-equiaxed,3.57,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,155.44,202.08,10.65,36.34,120.39,30.2,A
demo_0208,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,DED,L-DED,Concept Laser M2,1033.24,13.04,778.93,622.28,659.84,XZ,45deg,HIP,2680,580,160.0,910,20.5,92.5,7.403,34.88,columnar,2.64,alpha-Al,Si network/Mg2Si,fine Si cellular network,178.95,299.58,1.0,41.41,68.77,20.34,A
demo_0209,demo_literature_style_Ti6Al4V,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,SLM 280,407.56,687.2,127.86,20.0,71.1,XZ,vertical,solution+aged,4430,1660,7.1,560,8.6,92.5,7.535,14.57,cellular,0.8,alpha/beta,alpha prime martensite possible,"prior beta grains, alpha laths",761.94,893.0,1.0,292.97,113.65,32.97,C
demo_0210,demo_literature_style_Ti6Al4V_ELI,Ti6Al4V ELI,titanium alloy,Ti,PBF,L-PBF,SLM 280,181.03,1315.82,102.01,40.0,68.66,Z,45deg,solution+aged,4420,1650,7.0,526,8.5,98.33,1.613,18.67,mixed columnar-equiaxed,2.25,alpha/beta,alpha prime martensite possible,fine alpha prime in as-built LPBF,931.95,1070.94,15.93,333.37,107.73,29.43,B
demo_0211,demo_literature_style_CuCrZr,CuCrZr,copper alloy,Cu,PBF,L-PBF,EOS M400,386.14,1059.97,119.63,20.0,76.24,XZ,vertical,HIP,8900,1085,320.0,380,17.0,94.348,5.655,27.12,cellular,0.8,Cu,Cr/Zr precipitates,Cu matrix with precipitation after aging,233.54,294.55,9.48,91.32,114.17,8.42,B
demo_0212,demo_literature_style_AlSi10Mg,AlSi10Mg,aluminum alloy,Al,PBF,E-PBF,Optomec LENS,2360.36,428.62,157.19,50.0,221.27,XZ,horizontal,solution+aged,2680,580,160.0,910,20.5,92.5,7.517,48.34,cellular,0.8,alpha-Al,Si network/Mg2Si,fine Si cellular network,214.64,336.12,1.0,68.35,72.39,14.19,C
demo_0213,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Renishaw AM250,178.67,1447.95,98.84,20.0,78.72,Z,45deg,HIP,7990,1385,16.2,500,16.0,98.495,1.492,23.99,columnar,2.49,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",577.97,807.61,42.16,161.65,192.56,25.18,B
demo_0214,demo_literature_style_316L,316L,stainless steel,Fe,PBF,L-PBF,Custom Lab System,357.9,1456.63,118.73,40.0,70.17,XY,horizontal,HIP,7990,1385,16.2,500,16.0,98.456,1.455,11.42,cellular,1.39,austenite,delta ferrite/carbides possible,"cellular austenite, dislocation cells",598.5,814.5,41.48,216.01,191.62,13.03,B
demo_0215,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,DED,L-DED,Sciaky EBAM,487.74,5.45,663.21,245.02,1329.06,Z,45deg,stress relieved,7800,1427,28.6,460,10.4,92.5,7.493,47.66,columnar,2.43,martensite,carbides,martensitic/carbide structure,1035.39,1168.13,1.0,338.17,216.44,23.12,B
demo_0216,demo_literature_style_H13_Tool_Steel,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Trumpf TruPrint,401.54,1456.72,113.63,20.0,79.27,Z,45deg,as-built,7800,1427,28.6,460,10.4,97.341,2.657,16.84,mixed columnar-equiaxed,2.31,martensite,carbides,martensitic/carbide structure,1100.49,1237.66,7.86,364.66,207.71,33.45,B
