sample_id,source_doi,alloy,alloy_family,base_element,AM_process,AM_subprocess,machine,laser_power_W,scan_speed_mm_s,hatch_spacing_um,layer_thickness_um,beam_diameter_um,build_orientation,specimen_orientation,heat_treatment,density_g_cm3,melting_temp_C,thermal_conductivity_W_mK,specific_heat_J_kgK,CTE_1e6_K,relative_density_percent,porosity_percent,grain_size_um,grain_morphology,texture_intensity_MRD,matrix_phase,secondary_phases,microstructure_notes,yield_strength_MPa,UTS_MPa,elongation_percent,hardness_HV,elastic_modulus_GPa,surface_roughness_Ra_um,quality_score
demo_0148,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,EOS M290,176.61,1350.521,96.78,30.0,1000,XZ,horizontal,as-built,8.19,1298,11.4,435,13.0,97.751,2.251,6.79,mixed columnar-equiaxed,3.12,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1120.87,1358.37,11.76,367.35,203.5,16.03,B
demo_0149,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,DED,L-DED,Optomec LENS,560.43,22.452,417.38,709.28,1000,45deg,horizontal,as-built,8.19,1298,11.4,435,13.0,98.929,0.959,61.397,mixed columnar-equiaxed,1.12,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1113.97,1349.4,17.75,366.59,205.79,23.75,B
demo_0150,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,L-DED,SLM 280,1494.29,21.485,520.03,321.67,120,45deg,vertical,as-built,7.99,1385,16.2,500,16.0,98.181,1.77,30.918,dendritic,1.14,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",447.67,564.73,33.95,189.63,197.13,15.24,A
demo_0151,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,SLM 280,133.79,852.212,112.68,30.0,100,Z,vertical,stress relieved,7.8,1427,28.6,460,10.4,97.778,2.244,7.119,equiaxed,3.7,martensite,carbides,martensitic/carbide structure,1071.28,1221.63,9.47,371.19,206.08,5.18,A
demo_0152,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,EOS M290,193.67,542.552,83.42,20.0,80,XZ,45deg,stress relieved,7.8,1427,28.6,460,10.4,98.181,1.856,10.3,dendritic,2.42,martensite,carbides,martensitic/carbide structure,1125.92,1308.37,10.7,378.27,209.35,15.71,B
demo_0153,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Arcam Q10,405.58,512.052,115.78,50.0,1000,XZ,horizontal,solution treated,8.1,1413,14.2,452,10.3,99.109,0.829,17.559,columnar,4.05,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1101.21,1229.39,14.38,279.04,186.92,18.15,A
demo_0154,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Optomec LENS,166.07,1239.77,74.5,60.0,500,XY,horizontal,stress relieved,4.43,1660,7.1,560,8.6,98.611,1.235,21.774,columnar,3.44,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",995.08,1176.43,9.97,295.56,118.33,16.39,B
demo_0155,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,185.87,963.922,126.55,40.0,80,Z,horizontal,aged,2.68,580,160.0,910,20.5,97.904,2.224,13.8,dendritic,2.34,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,465.48,631.14,1.5,118.29,70.47,4.63,C
demo_0156,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,EOS M290,416.19,650.598,75.3,50.0,70,XY,vertical,as-built,8.4,1390,13.0,450,14.0,98.581,1.347,9.273,cellular,5.5,FCC/HCP Co,carbides,cellular/dendritic CoCr,888.95,1034.03,9.36,242.35,216.73,13.29,C
demo_0157,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,Optomec LENS,372.82,946.389,127.18,30.0,70,Z,vertical,aged,8.4,1390,13.0,450,14.0,98.692,1.322,9.657,mixed columnar-equiaxed,3.23,FCC/HCP Co,carbides,cellular/dendritic CoCr,1029.09,1172.84,5.9,344.09,221.19,11.47,A
demo_0158,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,E-PBF,SLM 280,1270.37,1360.191,142.63,70.0,70,XY,45deg,stress relieved,8.1,1413,14.2,452,10.3,98.738,1.27,25.68,dendritic,1.0,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1281.95,1417.8,5.32,418.96,197.88,27.93,B
demo_0159,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,238.22,1310.303,92.67,60.0,500,XY,45deg,annealed,2.68,580,160.0,910,20.5,98.022,1.954,16.19,mixed columnar-equiaxed,2.73,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,230.21,410.86,2.59,84.03,72.73,13.39,C
demo_0160,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M290,300.41,1263.844,87.09,40.0,120,45deg,45deg,as-built,7.8,1420,16.0,460,10.4,98.787,1.206,10.815,cellular,5.71,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,920.99,1038.77,8.02,307.94,201.26,3.57,B
demo_0161,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,Optomec LENS,1586.41,5.487,762.01,705.59,70,XY,horizontal,stress relieved,7.8,1420,16.0,460,10.4,98.462,1.437,67.943,columnar,2.86,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,823.81,1008.95,13.15,269.73,199.86,21.04,B
demo_0162,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M290,247.1,1430.106,100.14,60.0,500,XY,45deg,as-built,7.8,1420,16.0,460,10.4,98.276,1.718,6.999,mixed columnar-equiaxed,2.03,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,954.59,1111.84,2.75,313.07,197.61,19.85,C
demo_0163,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Renishaw AM250,175.94,801.401,71.86,60.0,120,Z,horizontal,as-built,4.43,1660,7.1,560,8.6,98.568,1.491,12.225,columnar,4.5,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1036.83,1241.56,10.75,357.53,117.3,23.5,C
demo_0164,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Renishaw AM250,259.95,861.299,121.16,20.0,1000,XY,horizontal,as-built,7.8,1427,28.6,460,10.4,99.169,0.839,6.262,columnar,4.27,martensite,carbides,martensitic/carbide structure,1156.4,1275.78,12.57,444.47,211.83,15.5,A
demo_0165,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,WAAM,Optomec LENS,3329.65,10.278,2007.61,1570.38,120,XY,horizontal,solution treated,7.99,1385,16.2,500,16.0,98.388,1.75,102.156,mixed columnar-equiaxed,2.58,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",356.43,560.26,33.19,139.09,189.84,28.18,B
demo_0166,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,Renishaw AM250,199.37,539.56,76.49,40.0,1000,45deg,45deg,as-built,8.4,1390,13.0,450,14.0,98.286,1.693,14.339,mixed columnar-equiaxed,2.21,FCC/HCP Co,carbides,cellular/dendritic CoCr,866.95,1040.36,8.53,225.76,215.42,14.44,A
demo_0167,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,Renishaw AM250,127.56,702.114,115.4,40.0,80,45deg,vertical,HIP,8.9,1085,320.0,380,17.0,98.666,1.326,11.192,mixed columnar-equiaxed,2.87,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",447.57,664.89,18.76,160.11,120.66,16.91,B
demo_0168,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,E-PBF,SLM 280,1987.13,2457.916,117.02,90.0,80,Z,45deg,as-built,7.99,1385,16.2,500,16.0,98.461,1.395,25.761,columnar,2.46,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",470.33,611.64,31.56,171.02,188.6,21.93,C
demo_0169,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,DED,L-DED,Concept Laser M2,1162.65,30.706,478.31,365.55,100,45deg,horizontal,aged,2.68,580,160.0,910,20.5,98.854,1.186,45.745,cellular,2.4,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,503.29,643.23,3.3,163.92,70.54,26.29,A
demo_0170,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,DED,WAAM,Renishaw AM250,1950.12,6.934,1654.27,1126.61,100,XZ,45deg,aged,8.44,1320,9.8,429,12.8,98.929,1.069,79.49,cellular,4.41,gamma,carbides/Laves possible,dendritic gamma matrix,829.72,1006.68,29.93,294.36,205.49,39.03,C
demo_0171,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Optomec LENS,355.42,1467.593,120.29,20.0,1000,XZ,horizontal,as-built,8.1,1413,14.2,452,10.3,98.971,1.097,14.915,equiaxed,4.76,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1287.33,1529.46,8.73,482.87,191.97,7.68,C
demo_0172,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,EOS M290,137.65,1097.856,118.95,20.0,100,45deg,vertical,solution treated,7.8,1427,28.6,460,10.4,98.419,1.592,12.619,columnar,4.23,martensite,carbides,martensitic/carbide structure,1077.62,1251.93,7.47,353.23,213.0,14.0,B
demo_0173,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,WAAM lab system,296.29,1218.062,96.56,40.0,70,XY,horizontal,as-built,8.1,1413,14.2,452,10.3,98.309,1.795,17.801,cellular,4.1,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1320.23,1426.55,13.25,383.15,186.31,8.3,C
demo_0174,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,DED,L-DED,Renishaw AM250,890.68,18.574,732.93,314.03,80,XZ,horizontal,HIP,8.19,1298,11.4,435,13.0,98.855,1.149,40.588,dendritic,2.71,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1136.17,1373.53,14.33,419.53,206.17,13.83,A
demo_0175,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,WAAM lab system,404.96,1248.514,122.58,20.0,100,Z,vertical,as-built,4.43,1660,7.1,560,8.6,98.931,1.031,25.066,mixed columnar-equiaxed,4.05,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1107.68,1198.85,8.43,332.34,114.18,13.04,A
demo_0176,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,E-PBF,Arcam Q10,733.31,933.31,155.23,50.0,100,Z,45deg,as-built,2.68,580,160.0,910,20.5,98.602,1.355,13.439,dendritic,2.29,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,398.12,648.02,6.81,121.07,67.72,27.63,A
demo_0177,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,EOS M290,137.62,929.099,111.9,30.0,80,XY,horizontal,annealed,8.9,1085,320.0,380,17.0,98.796,1.307,24.17,cellular,2.63,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",302.25,486.12,20.05,95.05,116.75,3.09,A
demo_0178,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,DED,L-DED,SLM 280,1191.84,23.373,1003.66,705.47,1000,XZ,vertical,annealed,7.8,1427,28.6,460,10.4,98.324,1.695,58.179,cellular,2.78,martensite,carbides,martensitic/carbide structure,1122.44,1233.5,9.47,374.2,204.61,17.28,A
demo_0179,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,DED,WAAM,Concept Laser M2,2700.2,5.452,959.09,1832.04,80,XY,vertical,as-built,8.44,1320,9.8,429,12.8,98.548,1.379,111.772,cellular,3.43,gamma,carbides/Laves possible,dendritic gamma matrix,605.27,835.44,28.17,218.81,207.46,21.28,C
demo_0180,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,EOS M290,338.54,543.175,70.29,60.0,80,XZ,vertical,HIP,7.8,1427,28.6,460,10.4,98.554,1.44,19.051,cellular,1.12,martensite,carbides,martensitic/carbide structure,1247.32,1425.51,5.67,410.66,211.23,18.51,A
demo_0181,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,WAAM lab system,389.44,1495.009,74.72,50.0,120,45deg,vertical,as-built,7.8,1420,16.0,460,10.4,98.74,1.244,17.366,equiaxed,4.29,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,957.25,1164.54,8.45,262.63,197.72,14.5,B
demo_0182,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,DED,L-DED,WAAM lab system,573.68,17.098,464.22,357.64,100,XY,horizontal,stress relieved,8.4,1390,13.0,450,14.0,97.681,2.217,51.199,dendritic,1.65,FCC/HCP Co,carbides,cellular/dendritic CoCr,682.75,925.4,11.9,220.58,225.52,26.66,A
demo_0183,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Optomec LENS,248.52,1189.762,122.09,60.0,1000,XY,horizontal,as-built,7.99,1385,16.2,500,16.0,98.566,1.308,17.68,cellular,4.64,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",617.41,814.47,30.67,228.29,194.64,27.44,C
demo_0184,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,E-PBF,EOS M290,2138.17,449.0,82.85,70.0,70,45deg,horizontal,as-built,7.8,1427,28.6,460,10.4,97.851,2.078,2.0,dendritic,1.77,martensite,carbides,martensitic/carbide structure,1188.41,1447.26,6.43,431.74,210.07,32.75,B
demo_0185,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,SLM 280,165.04,1330.704,73.1,30.0,80,XZ,vertical,stress relieved,8.9,1085,320.0,380,17.0,98.603,1.437,15.698,equiaxed,3.21,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",385.76,545.14,23.31,117.68,122.1,19.55,B
demo_0186,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,EOS M290,211.64,750.853,91.9,40.0,1000,Z,45deg,aged,7.99,1385,16.2,500,16.0,98.922,0.9,22.82,equiaxed,3.67,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",763.04,865.64,28.92,207.33,191.3,11.8,A
demo_0187,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,EOS M290,551.98,27.868,1189.75,226.93,80,45deg,45deg,aged,4.43,1660,7.1,560,8.6,99.086,0.982,42.223,columnar,2.01,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1112.21,1254.07,9.97,379.07,109.15,23.94,B
demo_0188,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,176.85,623.926,103.32,50.0,80,XY,vertical,as-built,8.44,1320,9.8,429,12.8,98.785,1.212,15.685,cellular,2.31,gamma,carbides/Laves possible,dendritic gamma matrix,695.55,854.11,30.59,232.47,211.05,21.43,B
demo_0189,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,Renishaw AM250,1250.09,34.238,733.53,522.46,120,45deg,horizontal,as-built,7.8,1420,16.0,460,10.4,99.741,0.377,54.84,equiaxed,1.81,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,868.93,994.45,13.17,252.78,198.81,24.31,C
demo_0190,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Arcam Q10,149.08,1400.278,113.54,40.0,1000,XY,horizontal,HIP,8.44,1320,9.8,429,12.8,98.301,1.644,14.256,cellular,3.41,gamma,carbides/Laves possible,dendritic gamma matrix,796.82,972.22,29.88,218.72,202.41,16.1,B
demo_0191,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,DED,L-DED,WAAM lab system,1552.67,22.626,931.48,462.28,80,45deg,horizontal,as-built,8.44,1320,9.8,429,12.8,98.861,0.982,49.35,columnar,1.0,gamma,carbides/Laves possible,dendritic gamma matrix,760.02,924.34,28.26,216.17,202.79,23.9,B
demo_0192,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,294.89,1085.191,109.44,50.0,100,XZ,45deg,aged,8.44,1320,9.8,429,12.8,98.614,1.331,9.304,mixed columnar-equiaxed,1.85,gamma,carbides/Laves possible,dendritic gamma matrix,960.6,1052.72,26.4,250.57,202.32,6.59,B
demo_0193,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,EOS M290,1151.5,11.652,987.21,696.46,500,XZ,horizontal,HIP,4.43,1660,7.1,560,8.6,99.406,0.535,53.031,cellular,2.82,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",974.94,1092.92,9.04,307.48,121.75,22.39,C
demo_0194,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,162.9,693.025,92.4,50.0,500,XZ,vertical,HIP,8.44,1320,9.8,429,12.8,98.326,1.673,25.432,equiaxed,1.98,gamma,carbides/Laves possible,dendritic gamma matrix,839.5,999.94,25.73,273.37,203.79,6.25,A
demo_0195,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,153.25,1108.66,127.55,20.0,100,45deg,horizontal,as-built,4.43,1660,7.1,560,8.6,98.909,1.081,13.421,dendritic,4.07,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1047.97,1163.52,12.34,358.54,127.02,9.74,C
demo_0196,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,E-PBF,Arcam Q10,1802.63,2861.39,179.5,70.0,70,XZ,45deg,as-built,2.68,580,160.0,910,20.5,98.333,1.635,18.747,equiaxed,1.37,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,335.06,506.53,4.96,132.98,66.98,13.95,A
demo_0197,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,149.03,732.732,120.2,30.0,80,XY,45deg,aged,8.19,1298,11.4,435,13.0,98.165,1.778,8.855,columnar,3.06,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1312.02,1466.18,13.19,423.64,202.69,9.4,B
demo_0198,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,EOS M290,1504.78,32.075,1063.27,578.77,500,Z,vertical,stress relieved,7.8,1420,16.0,460,10.4,98.028,1.989,55.511,cellular,1.92,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,909.44,1075.99,6.15,298.8,199.82,24.4,B
demo_0199,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Arcam Q10,272.92,1007.19,96.22,20.0,120,Z,45deg,as-built,7.99,1385,16.2,500,16.0,99.424,0.576,17.892,columnar,2.8,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",627.46,806.92,31.35,229.67,201.05,11.27,C
demo_0200,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,DED,L-DED,Arcam Q10,1545.0,13.557,954.22,215.02,1000,XY,vertical,stress relieved,7.8,1427,28.6,460,10.4,98.314,1.767,35.658,equiaxed,3.42,martensite,carbides,martensitic/carbide structure,1158.86,1408.22,11.41,382.8,214.53,23.16,C
demo_0201,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,DED,L-DED,EOS M290,545.38,7.999,924.0,797.33,500,45deg,vertical,annealed,8.9,1085,320.0,380,17.0,98.883,1.07,61.933,columnar,3.64,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",272.99,423.78,17.4,82.68,128.91,23.72,B
demo_0202,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Renishaw AM250,370.86,576.74,81.68,30.0,70,XY,vertical,as-built,7.8,1420,16.0,460,10.4,98.487,1.599,10.248,cellular,4.65,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,956.08,1209.97,8.67,312.05,199.13,18.27,A
demo_0203,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,394.0,588.734,94.41,20.0,70,XZ,vertical,as-built,8.44,1320,9.8,429,12.8,98.682,1.357,15.446,equiaxed,3.18,gamma,carbides/Laves possible,dendritic gamma matrix,826.12,975.66,28.46,254.31,203.44,24.12,B
demo_0204,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,DED,WAAM,SLM 280,1427.89,10.993,1397.08,1829.97,120,XZ,vertical,stress relieved,8.9,1085,320.0,380,17.0,98.375,1.458,115.833,cellular,1.82,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",114.92,346.56,23.49,72.95,127.45,27.15,A
demo_0205,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,383.24,1459.596,83.7,40.0,120,XY,vertical,as-built,2.68,580,160.0,910,20.5,98.424,1.592,16.637,dendritic,1.69,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,381.0,496.85,8.91,138.9,77.37,13.1,B
demo_0206,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Renishaw AM250,309.05,1020.976,95.72,60.0,120,45deg,45deg,as-built,7.8,1427,28.6,460,10.4,98.209,1.892,23.234,columnar,2.51,martensite,carbides,martensitic/carbide structure,1196.02,1342.78,7.53,394.31,212.3,17.97,C
demo_0207,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,DED,WAAM,SLM 280,3180.37,11.753,2157.87,1496.87,500,Z,horizontal,HIP,2.68,580,160.0,910,20.5,98.496,1.677,99.662,columnar,2.91,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,195.5,453.73,4.61,94.01,71.43,13.52,C
demo_0208,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,WAAM lab system,151.78,725.775,120.44,50.0,70,Z,horizontal,annealed,7.8,1427,28.6,460,10.4,98.4,1.694,9.115,dendritic,2.51,martensite,carbides,martensitic/carbide structure,1091.5,1294.56,10.92,318.83,201.66,16.94,B
demo_0209,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,EOS M290,254.18,898.645,98.31,30.0,80,45deg,horizontal,as-built,8.19,1298,11.4,435,13.0,98.621,1.379,19.082,mixed columnar-equiaxed,2.73,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1177.68,1279.49,12.79,362.82,212.69,13.27,B
demo_0210,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,294.8,785.312,114.35,30.0,100,XY,horizontal,as-built,8.44,1320,9.8,429,12.8,98.641,1.356,14.041,mixed columnar-equiaxed,2.51,gamma,carbides/Laves possible,dendritic gamma matrix,788.87,904.25,28.98,282.98,211.04,10.02,A
demo_0211,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Concept Laser M2,237.99,1370.733,111.33,30.0,500,XZ,vertical,solution treated,7.8,1427,28.6,460,10.4,98.745,1.248,7.684,mixed columnar-equiaxed,2.54,martensite,carbides,martensitic/carbide structure,1199.67,1293.41,8.64,428.0,207.43,13.75,B
demo_0212,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,SLM 280,411.6,747.257,84.98,60.0,1000,45deg,horizontal,as-built,4.43,1660,7.1,560,8.6,99.371,0.563,14.876,cellular,2.91,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1117.72,1276.77,9.22,356.06,116.25,5.95,C
demo_0213,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,SLM 280,951.38,10.038,992.65,670.83,1000,Z,horizontal,aged,7.8,1420,16.0,460,10.4,98.978,0.99,53.913,cellular,2.18,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1003.84,1212.15,10.25,359.72,197.68,27.91,B
demo_0214,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,L-DED,EOS M290,699.68,20.889,965.36,545.18,120,45deg,45deg,annealed,7.99,1385,16.2,500,16.0,98.024,2.013,56.656,cellular,1.98,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",450.65,571.45,30.59,108.23,190.71,14.46,B
demo_0215,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,129.88,725.297,113.44,20.0,500,XZ,vertical,as-built,8.44,1320,9.8,429,12.8,98.309,1.609,12.62,columnar,3.13,gamma,carbides/Laves possible,dendritic gamma matrix,844.84,1084.45,29.75,284.91,205.73,14.36,A
demo_0216,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,SLM 280,395.73,600.522,88.95,20.0,500,XY,45deg,aged,7.99,1385,16.2,500,16.0,98.853,1.164,11.943,columnar,3.9,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",603.16,754.72,32.57,191.73,189.75,16.24,B
demo_0217,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Concept Laser M2,346.23,854.725,108.92,20.0,1000,45deg,45deg,aged,7.8,1420,16.0,460,10.4,98.82,1.189,13.972,cellular,4.54,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1038.88,1200.3,8.43,367.37,191.33,13.08,C
demo_0218,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Arcam Q10,326.05,1039.168,126.1,40.0,120,XZ,horizontal,aged,7.99,1385,16.2,500,16.0,99.277,0.622,6.982,equiaxed,2.2,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",831.96,938.16,29.59,267.73,187.99,6.33,C
demo_0219,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M290,351.12,1498.228,99.55,30.0,120,XY,45deg,HIP,7.8,1420,16.0,460,10.4,98.455,1.597,8.511,equiaxed,1.72,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1009.04,1102.53,9.92,351.65,197.65,11.0,A
demo_0220,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,EOS M290,1460.56,25.805,431.96,216.98,500,45deg,45deg,as-built,8.1,1413,14.2,452,10.3,97.616,2.393,39.323,mixed columnar-equiaxed,1.0,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1236.33,1454.81,8.03,417.57,194.36,20.83,C
demo_0221,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Arcam Q10,414.23,1239.075,97.91,30.0,1000,XZ,horizontal,as-built,7.8,1427,28.6,460,10.4,98.705,1.15,24.016,mixed columnar-equiaxed,4.33,martensite,carbides,martensitic/carbide structure,1203.28,1364.55,11.04,402.57,208.78,11.02,B
demo_0222,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,201.14,871.711,72.74,30.0,70,XY,45deg,annealed,8.19,1298,11.4,435,13.0,98.747,1.29,7.435,mixed columnar-equiaxed,5.0,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1015.24,1191.29,17.14,354.14,206.92,12.57,B
